"V1" "V2" "V3" "V4" "V5"
"5409" 13280 1827 19970731 2 27.94
"5410" 18066 1828 19970307 1 13.97
"5411" 18360 1829 19970307 1 15.76
"5412" 18360 1829 19970314 4 63.04
"5413" 18634 1830 19970307 6 93.76
"5414" 18640 1831 19970307 1 13.97
"5415" 18640 1831 19970731 1 11.77
"5416" 18672 1832 19970307 3 40.53
"5417" 18687 1833 19970307 1 22.99
"5418" 18696 1834 19970307 1 14.3
"5419" 18696 1834 19970723 1 28.77
"5420" 18696 1834 19980210 3 29.47
"5421" 18696 1834 19980222 4 47.96
"5422" 18696 1834 19980317 1 12.49
"5423" 18705 1835 19970307 1 16.99
"5424" 18711 1836 19970307 2 24.74
"5425" 18711 1836 19970312 1 6.77
"5426" 18723 1837 19970307 1 11.77
"5427" 18733 1838 19970307 2 29.13
"5428" 18752 1839 19970307 6 76.2
"5429" 18752 1839 19971015 3 40.97
"5430" 18756 1840 19970307 1 5.78
"5431" 18756 1840 19970319 1 32.99
"5432" 18770 1841 19970307 1 13.97
"5433" 18771 1842 19970307 2 21.54
"5434" 18771 1842 19970615 3 36.7
"5435" 18778 1843 19970307 2 30.15
"5436" 18778 1843 19970320 1 14.79
"5437" 18778 1843 19970603 4 58.26
"5438" 18778 1843 19970617 3 44.88
"5439" 18778 1843 19970821 3 41.69
"5440" 18778 1843 19970929 3 40.97
"5441" 18778 1843 19971208 2 31.48
"5442" 18778 1843 19980305 2 25.98
"5443" 18778 1843 19980617 3 42.97
"5444" 18785 1844 19970307 1 14.37
"5445" 18802 1845 19970307 1 15.36
"5446" 18802 1845 19970829 1 14.96
"5447" 18802 1845 19980209 1 11.18
"5448" 18806 1846 19970307 2 27.13
"5449" 18827 1847 19970307 1 15.96
"5450" 18856 1848 19970307 1 5.78
"5451" 18857 1849 19970307 1 17.9
"5452" 18857 1849 19970912 1 12.99
"5453" 18857 1849 19971112 5 61.45
"5454" 18857 1849 19971219 1 12.99
"5455" 18875 1850 19970307 1 19.99
"5456" 18891 1851 19970307 2 13.96
"5457" 18891 1851 19970514 1 14.99
"5458" 18898 1852 19970307 4 62.11
"5459" 18913 1853 19970307 1 13.7
"5460" 18913 1853 19970321 1 18.99
"5461" 18914 1854 19970307 1 10.77
"5462" 18919 1855 19970307 1 14.96
"5463" 18919 1855 19970318 3 43.89
"5464" 11179 1856 19970308 1 12.49
"5465" 11179 1856 19970908 1 12.25
"5466" 11179 1856 19971213 1 12.49
"5467" 15045 1857 19970308 2 24.73
"5468" 15045 1857 19980220 1 11.88
"5469" 17625 1858 19970308 1 19.99
"5470" 17625 1858 19980325 1 13.99
"5471" 17625 1858 19980402 1 15.49
"5472" 18652 1859 19970308 1 15.36
"5473" 18764 1860 19970308 3 41.69
"5474" 18764 1860 19970310 1 30.97
"5475" 18764 1860 19970528 5 49.25
"5476" 18764 1860 19970531 1 12.77
"5477" 18764 1860 19970628 2 31.32
"5478" 18764 1860 19970816 3 57.69
"5479" 18764 1860 19970905 1 14.37
"5480" 18764 1860 19970924 3 57.47
"5481" 18764 1860 19971026 4 23.46
"5482" 18764 1860 19971206 2 42.98
"5483" 18764 1860 19971206 3 60.47
"5484" 18764 1860 19980101 4 47.46
"5485" 18764 1860 19980212 3 58.47
"5486" 18764 1860 19980223 3 51.06
"5487" 18764 1860 19980324 2 24.07
"5488" 18764 1860 19980513 2 48.96
"5489" 18764 1860 19980522 2 22.98
"5490" 18841 1861 19970308 2 38.06
"5491" 18933 1862 19970308 3 45.49
"5492" 18933 1862 19970308 3 45.49
"5493" 18935 1863 19970308 1 19.99
"5494" 18935 1863 19970924 1 2.99
"5495" 18948 1864 19970308 3 35.31
"5496" 18950 1865 19970308 1 21.99
"5497" 18950 1865 19970823 1 11.77
"5498" 18964 1866 19970308 1 14.37
"5499" 18977 1867 19970308 2 20.35
"5500" 19002 1868 19970308 5 89.49
"5501" 19023 1869 19970308 3 45.88
"5502" 19023 1869 19971212 2 26.98
"5503" 19042 1870 19970308 1 10.77
"5504" 19067 1871 19970308 1 14.99
"5505" 19067 1871 19980227 1 12.99
"5506" 19068 1872 19970308 1 25.99
"5507" 19068 1872 19970325 3 44.69
"5508" 19079 1873 19970308 1 5.98
"5509" 19079 1873 19970514 1 9.7
"5510" 19084 1874 19970308 2 29.92
"5511" 19084 1874 19971221 1 14.49
"5512" 19097 1875 19970308 1 25.77
"5513" 19097 1875 19971213 6 74.94
"5514" 19105 1876 19970308 4 68.89
"5515" 19105 1876 19970824 1 14.37
"5516" 19105 1876 19980412 1 15.49
"5517" 19110 1877 19970308 1 14.96
"5518" 19128 1878 19970308 1 12.97
"5519" 19128 1878 19970314 1 11.77
"5520" 19128 1878 19970522 1 11.77
"5521" 19128 1878 19971111 1 15.49
"5522" 19131 1879 19970308 1 14.99
"5523" 19153 1880 19970308 2 23.54
"5524" 19153 1880 19970308 4 47.28
"5525" 19171 1881 19970308 3 43.69
"5526" 19175 1882 19970308 1 14.99
"5527" 19175 1882 19970527 1 9.99
"5528" 19183 1883 19970308 1 6.79
"5529" 19183 1883 19980301 1 11.88
"5530" 14269 1884 19970309 3 36.11
"5531" 14269 1884 19971108 3 41.97
"5532" 14269 1884 19980417 4 58.89
"5533" 14269 1884 19980525 3 43.97
"5534" 17068 1885 19970309 5 42.34
"5535" 17913 1886 19970309 1 11.77
"5536" 17913 1886 19970701 1 13.97
"5537" 17913 1886 19980309 1 15.49
"5538" 17913 1886 19980610 2 25.48
"5539" 19060 1887 19970309 5 70.64
"5540" 19060 1887 19970323 3 74.32
"5541" 19060 1887 19970411 2 9.58
"5542" 19060 1887 19970510 1 15.36
"5543" 19060 1887 19970514 1 13.97
"5544" 19060 1887 19970518 1 13.77
"5545" 19060 1887 19970525 1 13.97
"5546" 19060 1887 19970605 1 14.79
"5547" 19060 1887 19970607 1 14.79
"5548" 19060 1887 19970609 1 14.79
"5549" 19060 1887 19970619 2 29.16
"5550" 19060 1887 19970629 2 30.73
"5551" 19060 1887 19970809 1 13.97
"5552" 19060 1887 19970816 1 13.97
"5553" 19060 1887 19970819 1 9.98
"5554" 19060 1887 19970823 1 14.37
"5555" 19060 1887 19971005 1 6.49
"5556" 19060 1887 19971016 1 12.99
"5557" 19060 1887 19971016 1 15.99
"5558" 19060 1887 19971016 1 11.49
"5559" 19060 1887 19971018 1 14.99
"5560" 19060 1887 19971102 2 31.48
"5561" 19060 1887 19971109 1 13.99
"5562" 19060 1887 19971121 1 43.99
"5563" 19060 1887 19971213 2 30.48
"5564" 19060 1887 19980110 3 44.47
"5565" 19060 1887 19980119 1 15.99
"5566" 19060 1887 19980216 3 45.47
"5567" 19060 1887 19980412 1 11.88
"5568" 19060 1887 19980415 2 30.98
"5569" 19060 1887 19980426 3 41.95
"5570" 19060 1887 19980502 2 27.48
"5571" 19060 1887 19980601 1 15.49
"5572" 19060 1887 19980605 1 12.99
"5573" 19198 1888 19970309 2 80.73
"5574" 19198 1888 19971118 4 42.46
"5575" 19207 1889 19970309 6 52.44
"5576" 19207 1889 19970701 4 59.65
"5577" 19207 1889 19971003 16 181.84
"5578" 19207 1889 19971009 1 11.99
"5579" 19207 1889 19971009 1 11.49
"5580" 19207 1889 19971009 1 15.49
"5581" 19207 1889 19971015 1 12.99
"5582" 19207 1889 19971122 1 12.49
"5583" 19207 1889 19971127 1 14.99
"5584" 19207 1889 19971210 1 12.49
"5585" 19207 1889 19980109 1 13.99
"5586" 19207 1889 19980322 2 25.98
"5587" 19207 1889 19980612 2 30.98
"5588" 19220 1890 19970309 2 56.96
"5589" 19237 1891 19970309 3 45.28
"5590" 19237 1891 19970609 1 13.97
"5591" 19237 1891 19970731 1 14.96
"5592" 19240 1892 19970309 1 17.99
"5593" 19255 1893 19970309 1 12.49
"5594" 19259 1894 19970309 1 11.77
"5595" 19259 1894 19970322 2 45.73
"5596" 19259 1894 19970417 1 14.79
"5597" 19259 1894 19970814 1 13.77
"5598" 19259 1894 19971108 2 23.98
"5599" 19270 1895 19970309 2 25.96
"5600" 19286 1896 19970309 2 29.96
"5601" 19286 1896 19980309 2 26.56
"5602" 19303 1897 19970309 2 29.96
"5603" 19303 1897 19971102 2 32.48
"5604" 19315 1898 19970309 1 14.99
"5605" 19320 1899 19970309 2 26.14
"5606" 19320 1899 19970602 2 22.54
"5607" 19320 1899 19971211 9 104.41
"5608" 19320 1899 19980126 1 10.49
"5609" 19320 1899 19980129 4 35.46
"5610" 19320 1899 19980226 6 128.79
"5611" 19320 1899 19980317 2 29.76
"5612" 19320 1899 19980322 2 27.48
"5613" 19320 1899 19980625 2 26.48
"5614" 19332 1900 19970309 1 22.77
"5615" 19339 1901 19970309 5 69.63
"5616" 19339 1901 19970309 7 97.77
"5617" 19339 1901 19970309 1 92.99
"5618" 19339 1901 19970310 5 79.62
"5619" 19339 1901 19970311 3 225.97
"5620" 19339 1901 19970311 5 137.54
"5621" 19339 1901 19970313 3 92.56
"5622" 19339 1901 19970313 6 81.82
"5623" 19339 1901 19970315 8 102.16
"5624" 19339 1901 19970315 7 86.4
"5625" 19339 1901 19970316 2 25.98
"5626" 19339 1901 19970316 2 31.32
"5627" 19339 1901 19970316 7 89.96
"5628" 19339 1901 19970318 6 78.8
"5629" 19339 1901 19970318 8 115.27
"5630" 19339 1901 19970318 9 117.9
"5631" 19339 1901 19970318 4 46.88
"5632" 19339 1901 19970318 19 262.99
"5633" 19339 1901 19970319 9 132.25
"5634" 19339 1901 19970319 8 110.14
"5635" 19339 1901 19970319 4 50.27
"5636" 19339 1901 19970320 7 159.31
"5637" 19339 1901 19970320 13 180.74
"5638" 19339 1901 19970320 15 368.85
"5639" 19339 1901 19970320 18 260.88
"5640" 19339 1901 19970320 3 74.97
"5641" 19339 1901 19970320 10 199.9
"5642" 19339 1901 19970320 6 289.94
"5643" 19339 1901 19970320 1 19.99
"5644" 19339 1901 19970321 24 384.16
"5645" 19339 1901 19970321 9 183.32
"5646" 19339 1901 19970321 5 73.84
"5647" 19339 1901 19970322 3 45.34
"5648" 19339 1901 19970323 5 75.39
"5649" 19339 1901 19970323 4 73.28
"5650" 19339 1901 19970323 7 102.35
"5651" 19339 1901 19970324 3 38.35
"5652" 19339 1901 19970325 4 114.96
"5653" 19339 1901 19970325 1 19.99
"5654" 19339 1901 19970325 3 71.7
"5655" 19339 1901 19970326 9 219.88
"5656" 19339 1901 19970327 4 80.92
"5657" 19339 1901 19970327 2 28.73
"5658" 19339 1901 19970327 11 156.24
"5659" 19339 1901 19970328 8 113.53
"5660" 19339 1901 19970328 11 150.72
"5661" 19339 1901 19970328 2 27.34
"5662" 19339 1901 19970328 1 22.77
"5663" 19339 1901 19970328 12 151.96
"5664" 19339 1901 19970329 11 130.13
"5665" 19339 1901 19970330 3 54.97
"5666" 19339 1901 19970330 5 74.79
"5667" 19339 1901 19970330 7 100.54
"5668" 19339 1901 19970401 5 94.7
"5669" 19339 1901 19970402 13 214.77
"5670" 19339 1901 19970411 5 65.23
"5671" 19347 1902 19970309 3 43.73
"5672" 19347 1902 19970531 7 111.76
"5673" 19347 1902 19970730 3 38.33
"5674" 19347 1902 19980317 4 53.35
"5675" 19347 1902 19980524 3 68.47
"5676" 19360 1903 19970309 2 22.55
"5677" 19375 1904 19970309 1 28.97
"5678" 19390 1905 19970309 1 13.97
"5679" 19392 1906 19970309 2 33.54
"5680" 19392 1906 19970418 1 11.77
"5681" 19392 1906 19970528 1 13.97
"5682" 19392 1906 19970726 2 27.93
"5683" 19392 1906 19980615 3 40.06
"5684" 19410 1907 19970309 1 10.99
"5685" 19422 1908 19970309 1 17.99
"5686" 19426 1909 19970309 1 13.97
"5687" 19426 1909 19970413 2 29.92
"5688" 19426 1909 19970518 1 12.97
"5689" 19426 1909 19970630 2 15.54
"5690" 19430 1910 19970309 2 24.74
"5691" 19430 1910 19970509 3 46.71
"5692" 19430 1910 19970731 2 28.93
"5693" 19430 1910 19971113 1 6.49
"5694" 19443 1911 19970309 2 25.28
"5695" 19443 1911 19970324 1 12.79
"5696" 19447 1912 19970309 6 71.02
"5697" 19458 1913 19970309 1 21.99
"5698" 19467 1914 19970309 7 95.45
"5699" 19467 1914 19970309 4 105
"5700" 19467 1914 19970312 3 42.49
"5701" 7405 1915 19970310 2 25.74
"5702" 7405 1915 19970708 8 123.53
"5703" 7405 1915 19971010 5 63.45
"5704" 7405 1915 19971109 5 66.95
"5705" 9793 1916 19970310 1 22.7
"5706" 9793 1916 19970402 2 32
"5707" 10296 1917 19970310 1 10.77
"5708" 16292 1918 19970310 1 15.36
"5709" 18055 1919 19970310 2 24.98
"5710" 18055 1919 19970902 1 17.3
"5711" 19038 1920 19970310 10 120.32
"5712" 19038 1920 19970331 23 356.56
"5713" 19038 1920 19970716 5 69.45
"5714" 19038 1920 19971113 3 32.97
"5715" 19101 1921 19970310 3 39.5
"5716" 19101 1921 19970316 1 7.98
"5717" 19101 1921 19970405 2 33.4
"5718" 19101 1921 19980310 1 7.49
"5719" 19475 1922 19970310 2 24.69
"5720" 19475 1922 19970415 2 34.93
"5721" 19478 1923 19970310 1 9.77
"5722" 19496 1924 19970310 1 12.77
"5723" 19505 1925 19970310 2 36.86
"5724" 19505 1925 19970413 1 14.96
"5725" 19505 1925 19970425 1 10.77
"5726" 19505 1925 19970514 1 13.97
"5727" 19505 1925 19970926 1 12.99
"5728" 19505 1925 19980212 1 14.49
"5729" 19505 1925 19980520 2 19.56
"5730" 19505 1925 19980606 2 21.37
"5731" 19505 1925 19980614 2 26.3
"5732" 19515 1926 19970310 3 38.5
"5733" 19530 1927 19970310 1 7.98
"5734" 19542 1928 19970310 2 34.98
"5735" 19542 1928 19980104 5 83.45
"5736" 19559 1929 19970310 1 11.97
"5737" 19559 1929 19970324 1 9.77
"5738" 19559 1929 19970921 1 14.49
"5739" 19559 1929 19971023 1 12.99
"5740" 19559 1929 19971116 1 14.49
"5741" 19562 1930 19970310 1 19.77
"5742" 19579 1931 19970310 1 15.99
"5743" 19584 1932 19970310 4 71.49
"5744" 19584 1932 19970816 1 14.96
"5745" 19611 1933 19970310 1 13.77
"5746" 19615 1934 19970310 1 14.37
"5747" 19615 1934 19970722 1 15.76
"5748" 19628 1935 19970310 2 22.54
"5749" 19628 1935 19970527 2 20.54
"5750" 19631 1936 19970310 1 11.77
"5751" 19647 1937 19970310 2 29.58
"5752" 19685 1938 19970310 2 38.29
"5753" 19687 1939 19970310 4 74.73
"5754" 19687 1939 19970404 2 27.34
"5755" 19687 1939 19970920 3 42.47
"5756" 19700 1940 19970310 1 26.77
"5757" 19700 1940 19971107 1 15.99
"5758" 19700 1940 19971202 1 13.99
"5759" 19714 1941 19970310 2 23.54
"5760" 19714 1941 19971107 3 31.97
"5761" 19714 1941 19980217 3 41.97
"5762" 19730 1942 19970310 2 31
"5763" 19751 1943 19970310 2 24.98
"5764" 19751 1943 19970312 4 55.08
"5765" 19751 1943 19970729 1 9.97
"5766" 19755 1944 19970310 2 33.76
"5767" 4066 1945 19970311 1 15.36
"5768" 4066 1945 19971009 2 42.48
"5769" 4066 1945 19971208 3 32.47
"5770" 4066 1945 19980120 3 39.86
"5771" 4066 1945 19980226 2 59.55
"5772" 4066 1945 19980306 5 63.95
"5773" 4066 1945 19980327 2 63.48
"5774" 4066 1945 19980622 3 39.46
"5775" 17724 1946 19970311 4 49.87
"5776" 17724 1946 19970328 3 35.71
"5777" 17724 1946 19970408 2 22.54
"5778" 17724 1946 19970408 1 13.97
"5779" 17950 1947 19970311 2 9.58
"5780" 19593 1948 19970311 1 27.97
"5781" 19670 1949 19970311 1 49.37
"5782" 19775 1950 19970311 1 11.77
"5783" 19775 1950 19970625 2 26.14
"5784" 19778 1951 19970311 2 20.75
"5785" 19778 1951 19980528 2 24.98
"5786" 19792 1952 19970311 4 75.09
"5787" 19805 1953 19970311 3 41.35
"5788" 19805 1953 19970321 5 70.82
"5789" 19805 1953 19970423 3 35.31
"5790" 19805 1953 19970425 3 33.17
"5791" 19805 1953 19970618 2 31.86
"5792" 19805 1953 19970704 1 29.6
"5793" 19805 1953 19970807 2 28.74
"5794" 19805 1953 19971118 1 13.99
"5795" 19805 1953 19971118 2 35.98
"5796" 19817 1954 19970311 2 34.14
"5797" 19830 1955 19970311 1 16.36
"5798" 19830 1955 19970321 1 11.77
"5799" 19830 1955 19970415 3 44.51
"5800" 19830 1955 19970507 1 11.77
"5801" 19830 1955 19970515 2 25.74
"5802" 19830 1955 19970519 2 36.36
"5803" 19830 1955 19970602 2 28.76
"5804" 19830 1955 19970617 3 40.49
"5805" 19830 1955 19970701 2 26.73
"5806" 19830 1955 19970711 3 33.51
"5807" 19830 1955 19970725 3 41.5
"5808" 19830 1955 19970821 2 29.33
"5809" 19841 1956 19970311 2 25.73
"5810" 19859 1957 19970311 4 50.47
"5811" 19873 1958 19970311 1 11.77
"5812" 19873 1958 19970407 1 14.96
"5813" 19878 1959 19970311 1 13.97
"5814" 19878 1959 19970322 1 13.97
"5815" 19880 1960 19970311 2 29.75
"5816" 19885 1961 19970311 2 33.74
"5817" 19885 1961 19970923 1 11.49
"5818" 19885 1961 19971111 6 77.44
"5819" 19888 1962 19970311 3 41.97
"5820" 19888 1962 19970311 2 25.6
"5821" 19888 1962 19970717 3 38.97
"5822" 19888 1962 19971112 2 23.48
"5823" 19892 1963 19970311 1 14.96
"5824" 19892 1963 19970317 1 14.96
"5825" 19892 1963 19970526 3 84.97
"5826" 19892 1963 19980607 1 11.49
"5827" 19892 1963 19980622 3 38.97
"5828" 19894 1964 19970311 3 40.3
"5829" 19894 1964 19970904 1 15.36
"5830" 19894 1964 19970905 2 35.95
"5831" 19894 1964 19971105 3 47.47
"5832" 19902 1965 19970311 1 14.96
"5833" 19914 1966 19970311 3 46.08
"5834" 19914 1966 19970314 1 19.99
"5835" 19914 1966 19970320 1 15.36
"5836" 19914 1966 19970321 6 77
"5837" 19914 1966 19980408 1 15.49
"5838" 19924 1967 19970311 1 14.96
"5839" 19938 1968 19970311 2 21.76
"5840" 19954 1969 19970311 3 43.89
"5841" 19970 1970 19970311 1 14.37
"5842" 19970 1970 19970311 1 9.77
"5843" 19988 1971 19970311 2 29.33
"5844" 20004 1972 19970311 1 8.77
"5845" 20015 1973 19970311 1 6.77
"5846" 20037 1974 19970311 6 70.87
"5847" 10235 1975 19970312 1 22.77
"5848" 10235 1975 19970513 1 22.77
"5849" 19757 1976 19970312 1 14.37
"5850" 20055 1977 19970312 1 14.37
"5851" 20072 1978 19970312 1 5.98
"5852" 20096 1979 19970312 1 32.97
"5853" 20104 1980 19970312 2 29.73
"5854" 20104 1980 19970324 4 60.25
"5855" 20111 1981 19970312 3 44.71
"5856" 20111 1981 19970313 4 66.66
"5857" 20111 1981 19970418 3 44.88
"5858" 20111 1981 19970515 3 44.88
"5859" 20111 1981 19970612 4 60.84
"5860" 20111 1981 19970620 4 51.67
"5861" 20111 1981 19970625 3 45.88
"5862" 20111 1981 19970704 3 44.88
"5863" 20111 1981 19970708 3 43.89
"5864" 20111 1981 19970716 3 45.29
"5865" 20111 1981 19970721 4 61.84
"5866" 20111 1981 19970729 3 46.88
"5867" 20111 1981 19970805 3 44.88
"5868" 20111 1981 19970820 4 49.67
"5869" 20111 1981 19970905 4 50.87
"5870" 20111 1981 19970916 6 77.94
"5871" 20111 1981 19970919 2 25.98
"5872" 20111 1981 19970927 1 12.99
"5873" 20111 1981 19971001 3 39.97
"5874" 20111 1981 19971002 1 12.99
"5875" 20111 1981 19971004 4 56.96
"5876" 20111 1981 19971009 3 38.97
"5877" 20111 1981 19971020 3 38.97
"5878" 20111 1981 19971030 3 38.97
"5879" 20111 1981 19971101 3 38.97
"5880" 20111 1981 19971106 3 38.97
"5881" 20111 1981 19971107 3 37.97
"5882" 20111 1981 19971120 3 40.97
"5883" 20111 1981 19971206 4 53.46
"5884" 20111 1981 19980106 2 28.98
"5885" 20111 1981 19980115 1 12.99
"5886" 20111 1981 19980126 3 38.86
"5887" 20111 1981 19980203 3 39.56
"5888" 20111 1981 19980212 3 37.86
"5889" 20111 1981 19980217 3 36.97
"5890" 20111 1981 19980326 3 41.47
"5891" 20111 1981 19980414 3 40.97
"5892" 20111 1981 19980429 3 32.97
"5893" 20111 1981 19980507 3 36.75
"5894" 20111 1981 19980513 1 12.58
"5895" 20111 1981 19980528 3 37.86
"5896" 20111 1981 19980617 4 47.96
"5897" 20117 1982 19970312 2 35.74
"5898" 20117 1982 19970528 1 14.96
"5899" 20117 1982 19970825 1 15.36
"5900" 20117 1982 19971129 1 5.49
"5901" 20117 1982 19971206 1 11.49
"5902" 20117 1982 19980320 1 13.99
"5903" 20130 1983 19970312 1 20.99
"5904" 20130 1983 19970505 2 31.76
"5905" 20130 1983 19970603 2 39.95
"5906" 20133 1984 19970312 1 15.36
"5907" 20133 1984 19971002 1 19.49
"5908" 20133 1984 19971020 2 21.98
"5909" 20140 1985 19970312 3 36.12
"5910" 20140 1985 19970320 5 42.31
"5911" 20140 1985 19970402 1 10.77
"5912" 20150 1986 19970312 1 15.36
"5913" 20155 1987 19970312 1 15.36
"5914" 20155 1987 19970621 1 11.97
"5915" 20155 1987 19970808 2 29.33
"5916" 20155 1987 19971105 1 11.49
"5917" 20168 1988 19970312 1 5.78
"5918" 20181 1989 19970312 1 14.37
"5919" 20192 1990 19970312 1 14.37
"5920" 20192 1990 19971121 1 19.49
"5921" 20192 1990 19980613 1 14.49
"5922" 20205 1991 19970312 1 11.77
"5923" 20219 1992 19970312 1 13.97
"5924" 20219 1992 19970707 1 13.97
"5925" 20223 1993 19970312 2 28.74
"5926" 20223 1993 19971226 3 33.47
"5927" 20239 1994 19970312 1 11.77
"5928" 20255 1995 19970312 1 11.77
"5929" 20271 1996 19970312 1 20.3
"5930" 20285 1997 19970312 1 11.77
"5931" 20285 1997 19971201 1 9.49
"5932" 20299 1998 19970312 1 14.37
"5933" 20315 1999 19970312 1 13.99
"5934" 20330 2000 19970312 1 13.97
"5935" 6827 2001 19970313 2 25.74
"5936" 15459 2002 19970313 3 50.73
"5937" 19374 2003 19970313 5 55.47
"5938" 19374 2003 19980216 7 99.93
"5939" 20116 2004 19970313 7 100.52
"5940" 20345 2005 19970313 19 192.79
"5941" 20345 2005 19970322 5 67.45
"5942" 20345 2005 19970611 4 66.09
"5943" 20345 2005 19970702 3 55.31
"5944" 20345 2005 19980225 2 29.98
"5945" 20345 2005 19980429 3 35.47
"5946" 20350 2006 19970313 1 22.77
"5947" 20354 2007 19970313 2 19.54
"5948" 20354 2007 19970819 1 21.7
"5949" 20354 2007 19980114 1 12.99
"5950" 20364 2008 19970313 5 51.87
"5951" 20364 2008 19980406 1 9.99
"5952" 20380 2009 19970313 1 11.78
"5953" 20390 2010 19970313 1 14.37
"5954" 20390 2010 19970627 1 19.99
"5955" 20396 2011 19970313 1 9.99
"5956" 20412 2012 19970313 1 27.99
"5957" 20412 2012 19970420 1 13.97
"5958" 20412 2012 19970511 2 26.22
"5959" 20412 2012 19980128 1 12.99
"5960" 20412 2012 19980128 1 12.99
"5961" 20412 2012 19980328 1 13.99
"5962" 20412 2012 19980614 2 24.98
"5963" 20414 2013 19970313 1 20.99
"5964" 20431 2014 19970313 6 93.4
"5965" 20445 2015 19970313 1 11.77
"5966" 20459 2016 19970313 1 20.99
"5967" 20462 2017 19970313 1 44.77
"5968" 20462 2017 19970630 1 11.77
"5969" 20462 2017 19971216 1 11.49
"5970" 20462 2017 19980312 1 14.49
"5971" 20473 2018 19970313 1 18.36
"5972" 20491 2019 19970313 3 33.51
"5973" 20512 2020 19970313 1 6.79
"5974" 20525 2021 19970313 4 58.66
"5975" 20525 2021 19980327 2 29.48
"5976" 20532 2022 19970313 2 26.74
"5977" 20532 2022 19970612 2 27.94
"5978" 20532 2022 19980119 1 14.49
"5979" 20532 2022 19980309 1 9.99
"5980" 20532 2022 19980326 1 15.49
"5981" 20532 2022 19980514 1 19.99
"5982" 20545 2023 19970313 1 12.49
"5983" 20547 2024 19970313 1 14.37
"5984" 20547 2024 19970314 1 14.79
"5985" 20547 2024 19970404 1 14.79
"5986" 20547 2024 19970412 1 11.77
"5987" 20547 2024 19970511 1 13.97
"5988" 20547 2024 19970617 2 25.94
"5989" 20547 2024 19970706 1 19.99
"5990" 20547 2024 19970830 1 14.96
"5991" 20565 2025 19970313 1 15.36
"5992" 20582 2026 19970313 2 28.34
"5993" 20592 2027 19970313 1 14.99
"5994" 20592 2027 19970513 1 10.77
"5995" 20592 2027 19980322 2 12.18
"5996" 20601 2028 19970313 1 17.96
"5997" 10189 2029 19970314 1 15.36
"5998" 16359 2030 19970314 2 24.74
"5999" 16359 2030 19970402 2 35.34
"6000" 16359 2030 19970520 2 26.13
"6001" 16359 2030 19970628 2 26.14
"6002" 18359 2031 19970314 2 48.76
"6003" 18359 2031 19971215 2 25.98
"6004" 18359 2031 19980305 2 25.98
"6005" 18359 2031 19980313 2 25.57
"6006" 18359 2031 19980525 1 11.99
"6007" 18359 2031 19980604 4 55.83
"6008" 18359 2031 19980627 2 25.98
"6009" 20028 2032 19970314 1 12.49
"6010" 20136 2033 19970314 1 8.77
"6011" 20136 2033 19970707 2 26.22
"6012" 20136 2033 19970907 2 43.57
"6013" 20411 2034 19970314 5 36.83
"6014" 20411 2034 19970320 1 19.99
"6015" 20411 2034 19970331 2 34.38
"6016" 20411 2034 19970710 4 25.14
"6017" 20411 2034 19970813 2 26.73
"6018" 20411 2034 19971123 2 25.98
"6019" 20411 2034 19980129 3 16.47
"6020" 20411 2034 19980324 1 32.49
"6021" 20411 2034 19980331 1 15.49
"6022" 20411 2034 19980619 1 12.99
"6023" 20617 2035 19970314 1 9.97
"6024" 20617 2035 19971005 1 18.99
"6025" 20617 2035 19980326 1 14.49
"6026" 20626 2036 19970314 1 15.36
"6027" 20626 2036 19970330 1 13.77
"6028" 20637 2037 19970314 2 17.54
"6029" 20649 2038 19970314 6 79.2
"6030" 20666 2039 19970314 1 9.97
"6031" 20678 2040 19970314 2 22.48
"6032" 20683 2041 19970314 1 8.77
"6033" 20683 2041 19970317 1 11.77
"6034" 20683 2041 19970520 1 14.37
"6035" 20684 2042 19970314 4 55.06
"6036" 20684 2042 19970329 5 66.43
"6037" 20684 2042 19980331 4 54.46
"6038" 20693 2043 19970314 1 10.97
"6039" 20695 2044 19970314 3 38.51
"6040" 20695 2044 19970801 2 30.72
"6041" 20695 2044 19970821 2 30.72
"6042" 20695 2044 19970903 5 61.43
"6043" 20695 2044 19970906 1 27.77
"6044" 20695 2044 19971014 1 10.99
"6045" 20695 2044 19971201 2 24.48
"6046" 20695 2044 19971212 1 49.49
"6047" 20695 2044 19971218 1 25.99
"6048" 20695 2044 19980108 1 15.49
"6049" 20695 2044 19980128 2 32.48
"6050" 20695 2044 19980305 4 61.46
"6051" 20695 2044 19980311 1 75.99
"6052" 20695 2044 19980407 6 87.63
"6053" 20695 2044 19980419 3 102.96
"6054" 20704 2045 19970314 4 51.12
"6055" 20704 2045 19970401 1 10.77
"6056" 20704 2045 19970423 3 51.1
"6057" 20704 2045 19971003 1 14.99
"6058" 20704 2045 19971031 5 87.45
"6059" 20704 2045 19971107 1 13.99
"6060" 20704 2045 19971109 3 40.97
"6061" 20704 2045 19980323 1 17.99
"6062" 20704 2045 19980528 3 41.16
"6063" 20704 2045 19980608 2 29.57
"6064" 20706 2046 19970314 10 349.9
"6065" 20723 2047 19970314 1 13.97
"6066" 20723 2047 19971119 1 5.49
"6067" 20723 2047 19980313 1 6.49
"6068" 20730 2048 19970314 3 36.92
"6069" 20730 2048 19970626 1 14.79
"6070" 20743 2049 19970314 2 23.54
"6071" 20743 2049 19970530 3 43.69
"6072" 20743 2049 19970625 3 53.51
"6073" 20743 2049 19970627 3 33.91
"6074" 20747 2050 19970314 1 11.77
