choice	gender	amount	freq	last	first	child	youth	cook	diy	art
0	0	255	16	1	16	0	0	0	1	0
0	1	76	32	2	40	0	1	0	1	0
0	0	70	6	1	6	0	0	0	0	1
0	1	180	16	2	18	0	1	0	0	1
0	0	106	8	1	8	1	0	0	0	0
0	0	268	10	2	18	1	0	0	0	1
0	1	274	14	2	16	0	0	1	0	1
0	1	59	8	2	14	1	0	1	0	0
0	1	141	2	1	2	1	0	0	0	0
0	0	219	10	1	10	1	0	0	0	0
0	0	156	2	1	2	1	0	0	0	0
0	1	153	8	1	8	0	0	0	0	1
0	1	244	12	1	12	0	0	1	0	0
0	1	144	16	1	16	0	0	1	0	0
0	1	312	22	4	32	4	0	0	0	0
0	1	81	4	3	10	0	0	1	0	1
0	1	97	12	2	18	0	0	1	0	0
0	1	147	34	2	36	1	0	1	0	0
0	1	367	18	8	40	2	1	3	0	0
0	1	169	10	1	10	0	0	1	0	0
0	1	261	10	2	18	0	0	1	1	0
0	1	425	8	9	48	1	0	4	1	1
0	0	336	16	10	56	2	0	3	2	3
0	1	156	4	5	26	2	1	1	0	0
0	1	59	14	1	14	0	0	1	0	0
0	1	68	6	2	12	1	0	1	0	0
0	0	175	6	10	42	4	1	2	2	0
0	0	99	26	4	50	2	1	0	1	0
0	1	61	14	1	14	0	0	0	1	0
0	1	289	20	1	20	1	0	0	0	0
0	0	261	16	1	16	0	0	0	0	0
0	1	231	24	2	26	1	0	0	1	0
0	1	263	14	6	40	1	0	2	1	0
0	0	169	4	9	50	5	2	0	1	0
0	0	342	8	10	52	0	1	6	1	1
0	1	17	16	1	16	0	0	0	0	0
0	0	135	6	1	6	0	0	1	0	0
0	0	301	6	2	12	1	0	0	1	0
0	0	287	16	1	16	0	0	1	0	0
0	0	254	24	1	24	0	1	0	0	0
0	1	130	16	1	16	0	0	0	1	0
0	1	94	6	1	6	1	0	0	0	0
0	1	296	16	3	32	0	0	3	0	0
0	1	265	32	6	48	2	0	3	0	0
0	1	248	36	1	36	0	1	0	0	0
0	0	401	16	8	54	1	0	2	1	2
0	1	295	10	1	10	0	1	0	0	0
0	1	299	12	1	12	1	0	0	0	0
0	0	294	14	6	42	2	1	0	1	0
0	0	162	30	3	40	0	0	1	1	0
0	1	161	4	1	4	0	0	1	0	0
0	0	134	14	1	14	1	0	0	0	0
0	1	312	30	1	30	0	0	1	0	0
0	1	302	16	1	16	0	1	0	0	0
0	1	302	12	2	16	1	0	1	0	0
0	1	292	16	1	16	0	0	1	0	0
0	1	170	12	2	18	1	0	1	0	0
0	0	152	30	10	82	1	2	3	2	2
0	1	264	2	2	10	1	0	0	0	1
0	0	266	16	1	16	0	0	0	0	0
0	1	241	30	1	30	1	0	0	0	0
0	1	234	30	1	30	0	1	0	0	0
0	0	121	8	1	8	0	0	0	0	0
0	1	156	30	5	50	3	1	0	1	0
0	0	57	26	2	30	1	0	0	0	1
0	0	190	26	2	32	0	1	0	1	0
0	1	193	16	10	50	1	0	5	2	2
0	1	38	16	1	16	0	0	0	0	0
0	0	239	16	1	16	0	0	1	0	0
0	1	157	6	2	14	0	0	2	0	0
0	0	275	12	1	12	0	0	0	1	0
0	1	311	4	5	32	1	0	2	1	0
0	0	263	12	1	12	0	0	1	0	0
0	0	62	12	4	30	3	0	1	0	0
0	0	268	28	2	32	0	0	0	0	2
0	1	139	2	9	44	5	0	1	1	0
0	0	237	4	1	4	0	0	0	0	1
0	1	134	16	7	48	2	2	1	0	2
0	1	239	12	2	14	0	1	0	1	0
0	1	167	6	1	6	1	0	0	0	0
0	1	228	14	5	32	0	1	1	1	1
0	0	152	4	1	4	0	1	0	0	0
0	1	60	8	1	8	0	0	1	0	0
0	1	78	16	2	18	0	0	1	0	0
0	1	113	4	1	4	0	0	0	0	1
0	1	65	6	2	10	0	0	2	0	0
0	0	240	28	2	30	0	1	0	0	1
0	0	265	14	3	24	2	1	0	0	0
0	1	309	14	1	14	0	0	1	0	0
0	1	329	6	2	8	0	1	1	0	0
0	1	89	30	1	30	0	0	0	0	0
0	1	349	6	11	66	1	2	5	0	1
0	0	326	8	10	36	1	2	5	1	0
0	0	106	6	4	18	0	0	1	0	0
0	1	388	12	7	32	0	1	3	1	1
0	1	127	30	1	30	0	1	0	0	0
0	1	217	16	2	22	0	1	0	0	0
0	1	307	16	4	28	2	0	2	0	0
0	0	235	12	2	14	1	0	0	1	0
0	1	122	16	2	18	1	0	1	0	0
0	1	271	16	1	16	1	0	0	0	0
0	1	300	10	3	18	1	0	1	0	0
0	1	135	30	7	48	1	1	1	0	1
0	0	101	30	1	30	1	0	0	0	0
0	0	244	8	2	12	0	0	2	0	0
0	1	147	14	2	18	0	1	0	0	0
0	1	151	4	1	4	0	0	0	0	1
0	1	260	12	2	16	0	0	1	0	0
0	1	163	22	1	22	1	0	0	0	0
0	1	113	14	6	46	2	0	1	1	1
0	0	150	30	1	30	0	0	1	0	0
0	1	265	16	2	20	0	0	1	0	0
0	1	220	12	2	20	1	0	1	0	0
0	0	84	6	1	6	1	0	0	0	0
0	1	267	14	12	72	5	0	1	0	4
0	1	328	4	3	12	0	0	1	1	1
0	1	389	12	7	36	1	1	4	0	0
0	1	193	12	5	30	0	1	0	1	0
0	1	290	10	1	10	0	1	0	0	0
0	1	129	14	2	20	0	2	0	0	0
0	1	225	6	9	58	0	1	4	1	1
0	1	61	6	1	6	1	0	0	0	0
0	1	38	8	1	8	0	0	1	0	0
0	1	41	18	2	20	0	1	0	0	1
0	1	31	12	2	18	1	1	0	0	0
0	1	316	30	11	96	4	2	2	1	0
0	1	84	22	2	24	0	0	1	0	0
0	0	469	8	12	78	3	0	3	3	1
0	1	191	32	1	32	0	0	0	0	0
0	1	139	16	1	16	0	0	0	0	0
0	0	274	12	8	32	2	0	2	0	1
0	1	250	4	2	12	0	1	1	0	0
0	1	70	8	4	22	1	1	0	2	0
0	1	135	36	2	38	1	1	0	0	0
0	1	23	8	1	8	0	0	1	0	0
0	1	177	14	5	32	1	0	1	0	2
0	1	269	6	1	6	1	0	0	0	0
0	1	171	6	2	8	0	0	0	0	0
0	1	265	32	2	38	0	1	0	0	1
0	1	265	12	11	68	4	1	0	1	2
0	1	178	2	2	6	0	1	0	1	0
0	1	198	12	6	34	2	0	2	1	0
0	1	227	2	2	8	2	0	0	0	0
0	1	301	4	1	4	1	0	0	0	0
0	1	152	16	1	16	0	0	1	0	0
0	1	166	8	8	24	3	0	3	0	1
0	0	159	14	2	20	1	0	0	1	0
0	0	183	4	1	4	0	1	0	0	0
0	0	194	8	12	54	5	2	3	1	1
0	1	138	8	1	8	0	1	0	0	0
0	1	288	2	2	8	2	0	0	0	0
0	1	224	10	2	12	0	0	2	0	0
0	0	322	24	3	36	0	0	1	0	0
0	1	437	24	11	60	2	1	1	3	1
0	1	161	8	1	8	0	0	0	1	0
0	0	253	14	8	34	2	0	3	1	1
0	0	151	10	1	10	0	0	0	1	0
0	1	207	12	10	32	1	0	3	3	2
0	1	321	2	2	8	0	0	1	0	1
0	1	95	16	1	16	0	0	1	0	0
0	1	68	8	2	14	2	0	0	0	0
0	0	230	14	1	14	0	0	1	0	0
0	0	162	16	5	44	1	0	2	2	0
0	1	111	10	2	18	1	1	0	0	0
0	1	98	4	2	8	0	0	0	1	1
0	1	43	14	1	14	0	0	1	0	0
0	0	69	6	2	8	0	0	1	0	0
0	0	162	4	1	4	1	0	0	0	0
0	0	320	34	2	36	1	0	0	0	1
0	1	280	10	1	10	1	0	0	0	0
0	1	162	4	1	4	1	0	0	0	0
0	1	226	28	1	28	0	0	1	0	0
0	1	22	14	1	14	0	1	0	0	0
0	0	310	16	6	36	3	0	0	0	0
0	1	217	16	10	68	3	1	4	1	0
0	1	331	10	9	38	1	1	2	2	1
0	1	131	24	2	28	1	0	1	0	0
0	1	117	20	6	54	1	0	0	0	0
0	0	353	10	12	82	2	1	5	1	3
0	1	145	4	8	46	2	0	1	1	2
0	0	70	6	2	10	1	0	0	0	1
0	1	282	16	11	58	3	2	3	3	0
0	1	183	4	1	4	0	0	0	0	1
0	0	288	2	12	66	2	2	1	3	1
0	1	247	34	1	34	0	0	1	0	0
0	0	305	10	1	10	0	0	0	0	1
0	0	373	28	9	52	2	4	1	1	1
0	1	232	14	4	34	1	0	1	0	0
0	0	238	8	2	12	1	0	1	0	0
0	0	298	14	1	14	1	0	0	0	0
0	0	160	32	2	38	1	0	1	0	0
0	1	292	18	1	18	1	0	0	0	0
0	1	298	22	3	34	1	0	1	0	0
0	1	304	2	1	2	0	0	0	1	0
0	1	347	12	6	34	1	1	2	1	0
0	0	235	12	10	68	4	0	4	0	1
0	0	84	22	1	22	0	0	0	1	0
0	1	67	14	1	14	0	0	1	0	0
0	1	283	34	2	36	1	0	0	0	1
0	1	128	30	4	46	0	2	2	0	0
0	1	95	26	2	34	0	0	1	0	1
0	0	195	2	6	26	1	2	1	0	1
0	1	24	6	1	6	0	1	0	0	0
0	1	287	2	7	42	1	1	2	2	1
0	1	122	4	1	4	0	1	0	0	0
0	1	71	12	3	22	0	1	1	0	0
0	1	150	6	1	6	0	1	0	0	0
0	0	344	12	3	22	1	0	2	0	0
0	1	186	6	2	14	0	0	1	0	1
0	0	107	16	1	16	1	0	0	0	0
0	1	99	2	2	6	0	0	2	0	0
0	0	190	2	2	6	0	0	1	0	1
0	1	297	10	1	10	1	0	0	0	0
0	1	31	4	1	4	0	0	1	0	0
0	0	272	12	6	24	0	1	2	0	0
0	1	206	10	1	10	0	0	0	0	0
0	1	202	4	6	28	2	2	1	0	0
0	1	203	10	9	36	3	1	2	2	0
0	1	317	16	2	22	1	0	0	0	0
0	1	231	4	6	40	0	2	1	1	1
0	0	324	30	2	38	1	1	0	0	0
0	0	203	8	2	16	0	0	1	1	0
0	1	293	10	1	10	0	0	0	0	1
0	1	48	14	2	20	0	2	0	0	0
0	1	136	10	2	12	0	0	2	0	0
0	1	332	10	5	28	1	1	3	0	0
0	1	238	10	2	18	0	0	1	0	0
0	1	115	30	2	34	0	0	1	0	1
0	1	74	4	2	6	1	0	1	0	0
0	0	257	10	1	10	0	0	0	0	0
0	1	119	16	1	16	0	0	1	0	0
0	1	118	12	1	12	0	0	1	0	0
0	1	216	16	5	28	1	1	1	2	0
0	1	169	12	1	12	1	0	0	0	0
0	1	246	6	2	12	1	0	0	1	0
0	0	310	16	8	44	2	1	4	1	0
0	1	120	2	8	44	0	0	1	1	1
0	1	401	16	8	42	4	0	1	2	1
0	1	224	10	1	10	0	0	0	0	0
0	1	97	16	2	20	1	1	0	0	0
0	1	33	6	1	6	1	0	0	0	0
0	1	298	26	1	26	0	0	0	1	0
0	0	177	26	1	26	1	0	0	0	0
0	0	34	4	1	4	0	0	1	0	0
0	1	256	6	1	6	0	0	0	1	0
0	0	105	10	1	10	0	0	1	0	0
0	1	183	12	11	62	4	2	3	1	0
0	1	306	4	9	28	2	0	4	0	0
0	1	67	30	1	30	0	0	0	0	0
0	0	144	4	2	10	0	1	0	1	0
0	1	432	14	9	60	3	0	3	0	1
0	1	57	12	2	14	0	0	1	0	0
0	0	42	10	1	10	0	0	0	0	0
0	1	230	10	2	14	0	0	1	0	1
0	1	95	6	2	14	0	0	2	0	0
0	1	192	6	1	6	0	0	0	1	0
0	1	131	10	1	10	0	0	0	0	0
0	0	247	8	4	22	0	1	2	0	0
0	1	215	8	1	8	0	0	1	0	0
0	0	152	8	1	8	1	0	0	0	0
0	1	360	16	7	40	0	2	3	1	0
0	1	141	10	3	28	1	1	0	1	0
0	1	189	14	2	18	1	0	1	0	0
0	0	299	20	5	44	3	0	0	0	2
0	0	170	6	2	12	1	0	1	0	0
0	0	270	2	2	6	0	1	0	1	0
0	1	298	2	1	2	0	0	1	0	0
0	1	235	2	1	2	0	0	0	0	0
0	1	391	36	8	68	1	3	1	2	0
0	1	129	2	1	2	0	0	0	0	0
0	1	86	12	2	16	0	0	0	1	0
0	1	46	12	1	12	1	0	0	0	0
0	1	280	10	1	10	0	1	0	0	0
0	1	24	14	1	14	0	0	0	1	0
0	1	75	22	2	24	0	0	0	1	0
0	1	96	6	1	6	1	0	0	0	0
0	1	293	12	2	16	1	0	0	0	0
0	1	166	8	2	16	1	0	0	0	1
0	1	74	34	2	38	0	1	0	0	0
0	1	324	16	5	30	0	2	0	1	1
0	1	75	16	2	22	0	0	0	0	0
0	0	191	14	6	26	1	0	3	1	0
0	1	168	12	2	20	1	1	0	0	0
0	1	82	14	2	16	1	0	0	0	0
0	1	234	32	1	32	0	0	0	0	1
0	1	238	6	1	6	0	0	0	1	0
0	1	303	36	1	36	0	0	0	0	0
0	1	345	30	5	50	2	0	1	1	0
0	1	102	12	2	16	0	0	0	1	1
0	0	267	16	2	20	0	0	0	1	1
0	0	55	8	2	14	1	0	1	0	0
0	1	31	12	2	18	0	1	1	0	0
0	1	245	16	2	24	2	0	0	0	0
0	1	105	14	2	20	0	1	0	0	0
0	1	180	34	1	34	1	0	0	0	0
0	1	375	14	8	50	1	2	0	2	2
0	0	37	10	2	12	0	0	1	0	1
0	0	260	12	6	30	5	0	1	0	0
0	1	300	12	5	30	1	2	1	0	1
0	0	204	10	2	14	2	0	0	0	0
0	0	244	18	7	46	1	0	4	1	1
0	0	121	14	8	32	3	1	2	1	1
0	1	85	16	2	22	1	0	0	0	1
0	1	30	10	2	18	1	0	1	0	0
0	1	297	8	1	8	0	0	0	0	0
0	1	153	4	1	4	1	0	0	0	0
0	0	232	6	5	16	0	1	2	0	1
0	1	114	8	2	16	1	0	0	1	0
0	0	247	10	2	14	0	1	1	0	0
0	1	260	14	2	16	1	0	1	0	0
0	1	54	28	1	28	0	0	0	0	1
0	1	309	12	2	20	0	0	0	0	1
0	1	51	12	1	12	0	0	0	0	0
0	1	219	8	1	8	1	0	0	0	0
0	1	341	14	6	28	1	1	1	1	0
0	0	128	10	2	18	0	0	0	1	0
0	1	78	14	2	18	1	0	0	1	0
0	1	268	10	2	14	0	1	0	1	0
0	0	247	2	2	8	0	0	1	0	0
0	1	284	14	1	14	0	0	0	0	0
0	1	202	12	2	16	0	1	0	0	0
